timestamp,temp_C,util_%,power_W,sm_MHz,mem_MHz,memUsed_MiB,throttle
2026-06-25 11:06:24,37,14,12.37,210,405,731,0x0000000000000001
2026-06-25 11:06:26,37,13,12.13,210,405,727,0x0000000000000001
2026-06-25 11:06:28,37,17,12.24,210,405,727,0x0000000000000001
